This is the beginning of the performance data save operation
Data Management



Time,Measuring Object,SEIZURE TRAFFIC(ERL),
"04/09/2024 02:00:00","To MSK-INT(501)","0.00",
"04/09/2024 02:00:00","To CLK-INT M(503)","0.00",
"04/09/2024 02:00:00","To IRK-INT M(504)","0.00",
"04/09/2024 02:00:00","To MSK-NAT M(511)","0.00",
"04/09/2024 02:00:00","To SPB-NAT M(512)","0.00",
"04/09/2024 02:00:00","To RND-NAT M(513)","0.00",
"04/09/2024 02:00:00","To SMA-NAT M(514)","0.00",
"04/09/2024 02:00:00","To CLK-NAT M(515)","0.00",
"04/09/2024 02:00:00","To NSK-NAT M(516)","0.00",
"04/09/2024 02:00:00","To KBK-NAT M(517)","0.00",
"04/09/2024 02:00:00","TEO_Litva(524)","0.00",
"04/09/2024 02:00:00","LanckTelecom(527)","0.00",
"04/09/2024 02:00:00","TEO_Latv_Kaunas(541)","0.00",
"04/09/2024 02:00:00","Telecom_Austria_Wien_SP(548)","0.00",
"04/09/2024 02:00:00","Telecom_Austria_Linz_SP(549)","0.00",
"04/09/2024 02:00:00","Beltelekom_Minsk2(559)","0.00",
"04/09/2024 02:00:00","UkrTelekoms_SP(562)","0.00",
"04/09/2024 02:00:00","Megafon_SPB_MG2(563)","0.00",
"04/09/2024 02:00:00","Megafon_SPB_MG(564)","0.62",
"04/09/2024 02:00:00","Alliance_UK(574)","0.00",
"04/09/2024 02:00:00","Megafon_SPB_MG_res(575)","0.00",
"04/09/2024 03:00:00","SIP-CLK-INT-SS(3)","0.00",
"04/09/2024 03:00:00","SIP-IRK-INT-SS(4)","0.00",
"04/09/2024 03:00:00","SIP-MSK-NAT-SS(11)","5.75",
"04/09/2024 03:00:00","SIP-SPB-NAT-SS(12)","0.00",
"04/09/2024 03:00:00","SIP-RND-NAT-SS(13)","0.00",
"04/09/2024 03:00:00","SIP-SMA-NAT-SS(14)","0.03",
"04/09/2024 03:00:00","SIP-CLK-NAT-SS(15)","7.51",
"04/09/2024 03:00:00","SIP-NSK-NAT-SS(16)","0.00",
"04/09/2024 03:00:00","SIP-KBK-NAT-SS(17)","2.76",
"04/09/2024 03:00:00","Lanck_Telecom_ip(469)","0.00",
"04/09/2024 03:00:00","IPXP(472)","0.00",
"04/09/2024 03:00:00","Bezeq(477)","0.00",
"04/09/2024 03:00:00","Oblcom_Swiss(486)","0.00",
"04/09/2024 03:00:00","To MSK-INT(501)","0.00",
"04/09/2024 03:00:00","To CLK-INT M(503)","0.00",
"04/09/2024 03:00:00","To IRK-INT M(504)","0.00",
"04/09/2024 03:00:00","To MSK-NAT M(511)","0.00",
"04/09/2024 03:00:00","To SPB-NAT M(512)","0.00",
"04/09/2024 03:00:00","To RND-NAT M(513)","0.00",
"04/09/2024 03:00:00","To SMA-NAT M(514)","0.00",
"04/09/2024 03:00:00","To CLK-NAT M(515)","0.00",
"04/09/2024 03:00:00","To NSK-NAT M(516)","0.00",
"04/09/2024 03:00:00","To KBK-NAT M(517)","0.00",
"04/09/2024 03:00:00","TEO_Litva(524)","0.00",
"04/09/2024 03:00:00","LanckTelecom(527)","0.00",
"04/09/2024 03:00:00","TEO_Latv_Kaunas(541)","0.00",
"04/09/2024 03:00:00","Telecom_Austria_Wien_SP(548)","0.00",
"04/09/2024 03:00:00","Telecom_Austria_Linz_SP(549)","0.00",
"04/09/2024 03:00:00","Beltelekom_Minsk2(559)","0.00",
"04/09/2024 03:00:00","UkrTelekoms_SP(562)","0.00",
"04/09/2024 03:00:00","Megafon_SPB_MG2(563)","0.00",
"04/09/2024 03:00:00","Megafon_SPB_MG(564)","0.54",
"04/09/2024 03:00:00","Alliance_UK(574)","0.01",
"04/09/2024 03:00:00","Megafon_SPB_MG_res(575)","0.00",
"04/09/2024 04:00:00","SIP-CLK-INT-SS(3)","0.00",
"04/09/2024 04:00:00","SIP-IRK-INT-SS(4)","0.00",
"04/09/2024 04:00:00","SIP-MSK-NAT-SS(11)","4.65",
"04/09/2024 04:00:00","SIP-SPB-NAT-SS(12)","0.00",
"04/09/2024 04:00:00","SIP-RND-NAT-SS(13)","0.00",
"04/09/2024 04:00:00","SIP-SMA-NAT-SS(14)","0.08",
"04/09/2024 04:00:00","SIP-CLK-NAT-SS(15)","4.83",
"04/09/2024 04:00:00","SIP-NSK-NAT-SS(16)","0.00",
"04/09/2024 04:00:00","SIP-KBK-NAT-SS(17)","0.09",
"04/09/2024 04:00:00","Lanck_Telecom_ip(469)","0.05",
"04/09/2024 04:00:00","IPXP(472)","0.00",
"04/09/2024 04:00:00","Bezeq(477)","0.10",
"04/09/2024 04:00:00","Oblcom_Swiss(486)","0.00",
"04/09/2024 04:00:00","To MSK-INT(501)","0.00",
"04/09/2024 04:00:00","To CLK-INT M(503)","0.00",
"04/09/2024 04:00:00","To IRK-INT M(504)","0.00",
"04/09/2024 04:00:00","To MSK-NAT M(511)","0.00",
"04/09/2024 04:00:00","To SPB-NAT M(512)","0.00",
"04/09/2024 04:00:00","To RND-NAT M(513)","0.00",
"04/09/2024 04:00:00","To SMA-NAT M(514)","0.00",
"04/09/2024 04:00:00","To CLK-NAT M(515)","0.00",
"04/09/2024 04:00:00","To NSK-NAT M(516)","0.00",
"04/09/2024 04:00:00","To KBK-NAT M(517)","0.00",
"04/09/2024 04:00:00","TEO_Litva(524)","0.00",
"04/09/2024 04:00:00","LanckTelecom(527)","0.00",
"04/09/2024 04:00:00","TEO_Latv_Kaunas(541)","0.00",
"04/09/2024 04:00:00","Telecom_Austria_Wien_SP(548)","0.00",
"04/09/2024 04:00:00","Telecom_Austria_Linz_SP(549)","0.00",
"04/09/2024 04:00:00","Beltelekom_Minsk2(559)","0.00",
"04/09/2024 04:00:00","UkrTelekoms_SP(562)","0.00",
"04/09/2024 04:00:00","Megafon_SPB_MG2(563)","0.00",
"04/09/2024 04:00:00","Megafon_SPB_MG(564)","1.25",
"04/09/2024 04:00:00","Alliance_UK(574)","0.03",
"04/09/2024 04:00:00","Megafon_SPB_MG_res(575)","0.00",
"04/09/2024 05:00:00","SIP-CLK-INT-SS(3)","0.00",
"04/09/2024 05:00:00","SIP-IRK-INT-SS(4)","0.00",
"04/09/2024 05:00:00","SIP-MSK-NAT-SS(11)","4.47",
"04/09/2024 05:00:00","SIP-SPB-NAT-SS(12)","0.00",
"04/09/2024 05:00:00","SIP-RND-NAT-SS(13)","0.00",
"04/09/2024 05:00:00","SIP-SMA-NAT-SS(14)","9.52",
"04/09/2024 05:00:00","SIP-CLK-NAT-SS(15)","4.24",
"04/09/2024 05:00:00","SIP-NSK-NAT-SS(16)","0.00",
"04/09/2024 05:00:00","SIP-KBK-NAT-SS(17)","0.01",
"04/09/2024 05:00:00","Lanck_Telecom_ip(469)","0.19",
"04/09/2024 05:00:00","IPXP(472)","0.00",
"04/09/2024 05:00:00","Bezeq(477)","0.09",
"04/09/2024 05:00:00","Oblcom_Swiss(486)","0.00",
"04/09/2024 05:00:00","To MSK-INT(501)","0.00",
"04/09/2024 05:00:00","To CLK-INT M(503)","0.00",
"04/09/2024 05:00:00","To IRK-INT M(504)","0.00",
"04/09/2024 05:00:00","To MSK-NAT M(511)","0.00",
"04/09/2024 05:00:00","To SPB-NAT M(512)","0.00",
"04/09/2024 05:00:00","To RND-NAT M(513)","0.00",
"04/09/2024 05:00:00","To SMA-NAT M(514)","0.00",
"04/09/2024 05:00:00","To CLK-NAT M(515)","0.00",
"04/09/2024 05:00:00","To NSK-NAT M(516)","0.00",
"04/09/2024 05:00:00","To KBK-NAT M(517)","0.00",
"04/09/2024 05:00:00","TEO_Litva(524)","0.00",
"04/09/2024 05:00:00","LanckTelecom(527)","0.04",
"04/09/2024 05:00:00","TEO_Latv_Kaunas(541)","0.00",
"04/09/2024 05:00:00","Telecom_Austria_Wien_SP(548)","0.00",
"04/09/2024 05:00:00","Telecom_Austria_Linz_SP(549)","0.00",
"04/09/2024 05:00:00","Beltelekom_Minsk2(559)","0.00",
"04/09/2024 05:00:00","UkrTelekoms_SP(562)","0.00",
"04/09/2024 05:00:00","Megafon_SPB_MG2(563)","0.00",
"04/09/2024 05:00:00","Megafon_SPB_MG(564)","1.86",
"04/09/2024 05:00:00","Alliance_UK(574)","0.10",
"04/09/2024 05:00:00","Megafon_SPB_MG_res(575)","0.03",
"04/09/2024 06:00:00","SIP-CLK-INT-SS(3)","0.00",
"04/09/2024 06:00:00","SIP-IRK-INT-SS(4)","0.00",
"04/09/2024 06:00:00","SIP-MSK-NAT-SS(11)","20.25",
"04/09/2024 06:00:00","SIP-SPB-NAT-SS(12)","0.00",
"04/09/2024 06:00:00","SIP-RND-NAT-SS(13)","0.00",
"04/09/2024 06:00:00","SIP-SMA-NAT-SS(14)","12.33",
"04/09/2024 06:00:00","SIP-CLK-NAT-SS(15)","9.65",
"04/09/2024 06:00:00","SIP-NSK-NAT-SS(16)","0.00",
"04/09/2024 06:00:00","SIP-KBK-NAT-SS(17)","0.08",
"04/09/2024 06:00:00","Lanck_Telecom_ip(469)","0.17",
"04/09/2024 06:00:00","IPXP(472)","0.00",
"04/09/2024 06:00:00","Bezeq(477)","0.19",
"04/09/2024 06:00:00","Oblcom_Swiss(486)","0.00",
"04/09/2024 06:00:00","To MSK-INT(501)","0.00",
"04/09/2024 06:00:00","To CLK-INT M(503)","0.00",
"04/09/2024 06:00:00","To IRK-INT M(504)","0.00",
"04/09/2024 06:00:00","To MSK-NAT M(511)","0.00",
"04/09/2024 06:00:00","To SPB-NAT M(512)","0.00",
"04/09/2024 06:00:00","To RND-NAT M(513)","0.00",
"04/09/2024 06:00:00","To SMA-NAT M(514)","0.00",
"04/09/2024 06:00:00","To CLK-NAT M(515)","0.00",
"04/09/2024 06:00:00","To NSK-NAT M(516)","0.00",
"04/09/2024 06:00:00","To KBK-NAT M(517)","0.00",
"04/09/2024 06:00:00","TEO_Litva(524)","0.00",
"04/09/2024 06:00:00","LanckTelecom(527)","0.05",
"04/09/2024 06:00:00","TEO_Latv_Kaunas(541)","0.00",
"04/09/2024 06:00:00","Telecom_Austria_Wien_SP(548)","0.00",
"04/09/2024 06:00:00","Telecom_Austria_Linz_SP(549)","0.00",
"04/09/2024 06:00:00","Beltelekom_Minsk2(559)","0.42",
"04/09/2024 06:00:00","UkrTelekoms_SP(562)","0.00",
"04/09/2024 06:00:00","Megafon_SPB_MG2(563)","0.00",
"04/09/2024 06:00:00","Megafon_SPB_MG(564)","11.18",
"04/09/2024 06:00:00","Alliance_UK(574)","0.20",
"04/09/2024 06:00:00","Megafon_SPB_MG_res(575)","0.06",
"04/09/2024 07:00:00","SIP-CLK-INT-SS(3)","0.00",
"04/09/2024 07:00:00","SIP-IRK-INT-SS(4)","0.00",
"04/09/2024 07:00:00","SIP-MSK-NAT-SS(11)","33.37",
"04/09/2024 07:00:00","SIP-SPB-NAT-SS(12)","0.00",
"04/09/2024 07:00:00","SIP-RND-NAT-SS(13)","0.00",
"04/09/2024 07:00:00","SIP-SMA-NAT-SS(14)","19.23",
"04/09/2024 07:00:00","SIP-CLK-NAT-SS(15)","5.23",
"04/09/2024 07:00:00","SIP-NSK-NAT-SS(16)","0.00",
"04/09/2024 07:00:00","SIP-KBK-NAT-SS(17)","0.10",
"04/09/2024 07:00:00","Lanck_Telecom_ip(469)","0.06",
"04/09/2024 07:00:00","IPXP(472)","0.00",
"04/09/2024 07:00:00","Bezeq(477)","0.37",
"04/09/2024 07:00:00","Oblcom_Swiss(486)","0.00",
"04/09/2024 07:00:00","To MSK-INT(501)","0.00",
"04/09/2024 07:00:00","To CLK-INT M(503)","0.00",
"04/09/2024 07:00:00","To IRK-INT M(504)","0.00",
"04/09/2024 07:00:00","To MSK-NAT M(511)","0.00",
"04/09/2024 07:00:00","To SPB-NAT M(512)","0.00",
"04/09/2024 07:00:00","To RND-NAT M(513)","0.00",
"04/09/2024 07:00:00","To SMA-NAT M(514)","0.00",
"04/09/2024 07:00:00","To CLK-NAT M(515)","0.00",
"04/09/2024 07:00:00","To NSK-NAT M(516)","0.00",
"04/09/2024 07:00:00","To KBK-NAT M(517)","0.00",
"04/09/2024 07:00:00","TEO_Litva(524)","0.06",
"04/09/2024 07:00:00","LanckTelecom(527)","0.10",
"04/09/2024 07:00:00","TEO_Latv_Kaunas(541)","0.00",
"04/09/2024 07:00:00","Telecom_Austria_Wien_SP(548)","0.00",
"04/09/2024 07:00:00","Telecom_Austria_Linz_SP(549)","0.00",
"04/09/2024 07:00:00","Beltelekom_Minsk2(559)","0.48",
"04/09/2024 07:00:00","UkrTelekoms_SP(562)","0.00",
"04/09/2024 07:00:00","Megafon_SPB_MG2(563)","0.00",
"04/09/2024 07:00:00","Megafon_SPB_MG(564)","9.23",
"04/09/2024 07:00:00","Alliance_UK(574)","0.21",
"04/09/2024 07:00:00","Megafon_SPB_MG_res(575)","0.11",
"04/09/2024 08:00:00","SIP-CLK-INT-SS(3)","0.00",
"04/09/2024 08:00:00","SIP-IRK-INT-SS(4)","0.00",
"04/09/2024 08:00:00","SIP-MSK-NAT-SS(11)","38.17",
"04/09/2024 08:00:00","SIP-SPB-NAT-SS(12)","0.00",
"04/09/2024 08:00:00","SIP-RND-NAT-SS(13)","0.00",
"04/09/2024 08:00:00","SIP-SMA-NAT-SS(14)","12.36",
"04/09/2024 08:00:00","SIP-CLK-NAT-SS(15)","5.03",
"04/09/2024 08:00:00","SIP-NSK-NAT-SS(16)","0.00",
"04/09/2024 08:00:00","SIP-KBK-NAT-SS(17)","0.27",
"04/09/2024 08:00:00","Lanck_Telecom_ip(469)","0.37",
"04/09/2024 08:00:00","IPXP(472)","0.00",
"04/09/2024 08:00:00","Bezeq(477)","0.20",
"04/09/2024 08:00:00","Oblcom_Swiss(486)","0.00",
"04/09/2024 08:00:00","To MSK-INT(501)","0.00",
"04/09/2024 08:00:00","To CLK-INT M(503)","0.00",
"04/09/2024 08:00:00","To IRK-INT M(504)","0.00",
"04/09/2024 08:00:00","To MSK-NAT M(511)","0.00",
"04/09/2024 08:00:00","To SPB-NAT M(512)","0.00",
"04/09/2024 08:00:00","To RND-NAT M(513)","0.00",
"04/09/2024 08:00:00","To SMA-NAT M(514)","0.00",
"04/09/2024 08:00:00","To CLK-NAT M(515)","0.00",
"04/09/2024 08:00:00","To NSK-NAT M(516)","0.00",
"04/09/2024 08:00:00","To KBK-NAT M(517)","0.00",
"04/09/2024 08:00:00","TEO_Litva(524)","0.00",
"04/09/2024 08:00:00","LanckTelecom(527)","0.22",
"04/09/2024 08:00:00","TEO_Latv_Kaunas(541)","0.00",
"04/09/2024 08:00:00","Telecom_Austria_Wien_SP(548)","0.00",
"04/09/2024 08:00:00","Telecom_Austria_Linz_SP(549)","0.00",
"04/09/2024 08:00:00","Beltelekom_Minsk2(559)","1.00",
"04/09/2024 08:00:00","UkrTelekoms_SP(562)","0.00",
"04/09/2024 08:00:00","Megafon_SPB_MG2(563)","0.00",
"04/09/2024 08:00:00","Megafon_SPB_MG(564)","8.58",
"04/09/2024 08:00:00","Alliance_UK(574)","0.18",
"04/09/2024 08:00:00","Megafon_SPB_MG_res(575)","0.14",
"04/09/2024 09:00:00","SIP-CLK-INT-SS(3)","0.00",
"04/09/2024 09:00:00","SIP-IRK-INT-SS(4)","0.00",
"04/09/2024 09:00:00","SIP-MSK-NAT-SS(11)","39.32",
"04/09/2024 09:00:00","SIP-SPB-NAT-SS(12)","0.00",
"04/09/2024 09:00:00","SIP-RND-NAT-SS(13)","0.00",
"04/09/2024 09:00:00","SIP-SMA-NAT-SS(14)","13.05",
"04/09/2024 09:00:00","SIP-CLK-NAT-SS(15)","5.34",
"04/09/2024 09:00:00","SIP-NSK-NAT-SS(16)","0.00",
"04/09/2024 09:00:00","SIP-KBK-NAT-SS(17)","0.06",
"04/09/2024 09:00:00","Lanck_Telecom_ip(469)","0.10",
"04/09/2024 09:00:00","IPXP(472)","0.00",
"04/09/2024 09:00:00","Bezeq(477)","0.77",
"04/09/2024 09:00:00","Oblcom_Swiss(486)","0.00",
"04/09/2024 09:00:00","To MSK-INT(501)","0.00",
"04/09/2024 09:00:00","To CLK-INT M(503)","0.00",
"04/09/2024 09:00:00","To IRK-INT M(504)","0.00",
"04/09/2024 09:00:00","To MSK-NAT M(511)","0.00",
"04/09/2024 09:00:00","To SPB-NAT M(512)","0.00",
"04/09/2024 09:00:00","To RND-NAT M(513)","0.00",
"04/09/2024 09:00:00","To SMA-NAT M(514)","0.00",
"04/09/2024 09:00:00","To CLK-NAT M(515)","0.00",
"04/09/2024 09:00:00","To NSK-NAT M(516)","0.00",
"04/09/2024 09:00:00","To KBK-NAT M(517)","0.00",
"04/09/2024 09:00:00","TEO_Litva(524)","0.00",
"04/09/2024 09:00:00","LanckTelecom(527)","0.25",
"04/09/2024 09:00:00","TEO_Latv_Kaunas(541)","0.00",
"04/09/2024 09:00:00","Telecom_Austria_Wien_SP(548)","0.00",
"04/09/2024 09:00:00","Telecom_Austria_Linz_SP(549)","0.00",
"04/09/2024 09:00:00","Beltelekom_Minsk2(559)","0.22",
"04/09/2024 09:00:00","UkrTelekoms_SP(562)","0.00",
"04/09/2024 09:00:00","Megafon_SPB_MG2(563)","0.00",
"04/09/2024 09:00:00","Megafon_SPB_MG(564)","18.77",
"04/09/2024 09:00:00","Alliance_UK(574)","0.17",
"04/09/2024 09:00:00","Megafon_SPB_MG_res(575)","0.11",
"04/09/2024 10:00:00","SIP-CLK-INT-SS(3)","0.00",
"04/09/2024 10:00:00","SIP-IRK-INT-SS(4)","0.00",
"04/09/2024 10:00:00","SIP-MSK-NAT-SS(11)","42.85",
"04/09/2024 10:00:00","SIP-SPB-NAT-SS(12)","0.00",
"04/09/2024 10:00:00","SIP-RND-NAT-SS(13)","0.00",
"04/09/2024 10:00:00","SIP-SMA-NAT-SS(14)","12.89",
"04/09/2024 10:00:00","SIP-CLK-NAT-SS(15)","5.28",
"04/09/2024 10:00:00","SIP-NSK-NAT-SS(16)","0.00",
"04/09/2024 10:00:00","SIP-KBK-NAT-SS(17)","0.01",
"04/09/2024 10:00:00","Lanck_Telecom_ip(469)","0.07",
"04/09/2024 10:00:00","IPXP(472)","0.00",
"04/09/2024 10:00:00","Bezeq(477)","0.46",
"04/09/2024 10:00:00","Oblcom_Swiss(486)","0.00",
"04/09/2024 10:00:00","To MSK-INT(501)","0.00",
"04/09/2024 10:00:00","To CLK-INT M(503)","0.00",
"04/09/2024 10:00:00","To IRK-INT M(504)","0.00",
"04/09/2024 10:00:00","To MSK-NAT M(511)","0.00",
"04/09/2024 10:00:00","To SPB-NAT M(512)","0.00",
"04/09/2024 10:00:00","To RND-NAT M(513)","0.00",
"04/09/2024 10:00:00","To SMA-NAT M(514)","0.00",
"04/09/2024 10:00:00","To CLK-NAT M(515)","0.00",
"04/09/2024 10:00:00","To NSK-NAT M(516)","0.00",
"04/09/2024 10:00:00","To KBK-NAT M(517)","0.00",
"04/09/2024 10:00:00","TEO_Litva(524)","0.06",
"04/09/2024 10:00:00","LanckTelecom(527)","0.33",
"04/09/2024 10:00:00","TEO_Latv_Kaunas(541)","0.00",
"04/09/2024 10:00:00","Telecom_Austria_Wien_SP(548)","0.00",
"04/09/2024 10:00:00","Telecom_Austria_Linz_SP(549)","0.00",
"04/09/2024 10:00:00","Beltelekom_Minsk2(559)","0.24",
"04/09/2024 10:00:00","UkrTelekoms_SP(562)","0.00",
"04/09/2024 10:00:00","Megafon_SPB_MG2(563)","0.00",
"04/09/2024 10:00:00","Megafon_SPB_MG(564)","21.64",
"04/09/2024 10:00:00","Alliance_UK(574)","0.31",
"04/09/2024 10:00:00","Megafon_SPB_MG_res(575)","0.04",
"04/09/2024 11:00:00","SIP-CLK-INT-SS(3)","0.00",
"04/09/2024 11:00:00","SIP-IRK-INT-SS(4)","0.00",
"04/09/2024 11:00:00","SIP-MSK-NAT-SS(11)","28.65",
"04/09/2024 11:00:00","SIP-SPB-NAT-SS(12)","0.00",
"04/09/2024 11:00:00","SIP-RND-NAT-SS(13)","0.00",
"04/09/2024 11:00:00","SIP-SMA-NAT-SS(14)","9.20",
"04/09/2024 11:00:00","SIP-CLK-NAT-SS(15)","3.00",
"04/09/2024 11:00:00","SIP-NSK-NAT-SS(16)","0.00",
"04/09/2024 11:00:00","SIP-KBK-NAT-SS(17)","0.02",
"04/09/2024 11:00:00","Lanck_Telecom_ip(469)","0.09",
"04/09/2024 11:00:00","IPXP(472)","0.00",
"04/09/2024 11:00:00","Bezeq(477)","0.36",
"04/09/2024 11:00:00","Oblcom_Swiss(486)","0.00",
"04/09/2024 11:00:00","To MSK-INT(501)","0.00",
"04/09/2024 11:00:00","To CLK-INT M(503)","0.00",
"04/09/2024 11:00:00","To IRK-INT M(504)","0.00",
"04/09/2024 11:00:00","To MSK-NAT M(511)","0.00",
"04/09/2024 11:00:00","To SPB-NAT M(512)","0.00",
"04/09/2024 11:00:00","To RND-NAT M(513)","0.00",
"04/09/2024 11:00:00","To SMA-NAT M(514)","0.00",
"04/09/2024 11:00:00","To CLK-NAT M(515)","0.00",
"04/09/2024 11:00:00","To NSK-NAT M(516)","0.00",
"04/09/2024 11:00:00","To KBK-NAT M(517)","0.00",
"04/09/2024 11:00:00","TEO_Litva(524)","0.00",
"04/09/2024 11:00:00","LanckTelecom(527)","0.24",
"04/09/2024 11:00:00","TEO_Latv_Kaunas(541)","0.00",
"04/09/2024 11:00:00","Telecom_Austria_Wien_SP(548)","0.00",
"04/09/2024 11:00:00","Telecom_Austria_Linz_SP(549)","0.00",
"04/09/2024 11:00:00","Beltelekom_Minsk2(559)","0.23",
"04/09/2024 11:00:00","UkrTelekoms_SP(562)","0.00",
"04/09/2024 11:00:00","Megafon_SPB_MG2(563)","0.00",
"04/09/2024 11:00:00","Megafon_SPB_MG(564)","21.56",
"04/09/2024 11:00:00","Alliance_UK(574)","0.28",
"04/09/2024 11:00:00","Megafon_SPB_MG_res(575)","0.38",
"04/09/2024 12:00:00","SIP-CLK-INT-SS(3)","0.00",
"04/09/2024 12:00:00","SIP-IRK-INT-SS(4)","0.00",
"04/09/2024 12:00:00","SIP-MSK-NAT-SS(11)","38.48",
"04/09/2024 12:00:00","SIP-SPB-NAT-SS(12)","0.00",
